name,model,base_risk_pct,bull_short_risk_pct,cagr_pct,mdd_5m_close_pct,profit_factor,trades,final_equity,fees,funding_pnl,delta_cagr_pp,additional_mdd_pp,cagr_per_absolute_mdd,clipped_entries,skipped_cap,average_requested_risk_pct,average_filled_risk_pct,average_filled_fraction,average_open_initial_risk_pct,avg_gross_leverage,max_gross_at_4h_close,fraction_4h_above_1x,later_cagr_pct,later_mdd_pct
binance_cap4_risk200,binance_cap4,2.0,1.0,34.78631459546306,-36.013713667739566,1.4265815309448562,427,542491.9687242198,106148.05303987129,-13859.725912887247,0.0,0.0,0.9659185641447473,101,345,1.7939110070257611,1.7098833310284551,0.9574870936709386,0.35571059762230983,0.18147539841497945,5.09431777508647,0.0790236829386177,57.566330258407646,-36.013713667739566
binance_cap6_risk200,binance_cap6,2.0,1.0,37.46254035223306,-43.40544522234403,1.3685304257081312,500,606402.5124305616,137529.31465529115,-16662.078063991594,2.676225756770002,7.391731554604462,0.8630838863725856,76,198,1.82,1.7318048084223692,0.9559024042111846,0.4070560423756699,0.20466301106976634,5.240530979355519,0.08530691155147414,56.20056823053909,-43.40544522234403
zero_fee_cap4_risk200,zero_fee_cap4,2.0,1.0,44.7490974913378,-33.14677650849194,1.564634554460127,427,812506.3415389362,0.0,-17152.297872689473,0.0,0.0,1.3500286364157745,99,345,1.7939110070257611,1.71029017556851,0.9577006252790994,0.35549838467129563,0.18134659877344816,5.091573403162712,0.0790236829386177,68.51268566604382,-33.14677650849194
zero_fee_cap6_risk200,zero_fee_cap6,2.0,1.0,48.953410910590314,-40.40965686417254,1.4948966908631482,500,955573.0480131551,0.0,-21390.81005794594,4.2043134192525144,7.2628803556806005,1.2114285225221182,74,197,1.82,1.730154187136775,0.9550770935683874,0.4056364829203723,0.20417172025646746,5.235890846851756,0.08530691155147414,68.76389359884489,-40.40965686417254
binance_slip5_cap4_risk200,binance_slip5_cap4,2.0,1.0,29.77038548188009,-37.20434337926191,1.3608405052746317,427,437618.80570310884,92704.88795117989,-12493.209070660432,0.0,0.0,0.8001857519268682,101,346,1.7939110070257611,1.713803678093474,0.9594421678670018,0.3556654433348682,0.18142301531773194,5.096268604800615,0.07950700821652973,50.50628539085078,-37.20434337926191
binance_slip5_cap6_risk200,binance_slip5_cap6,2.0,1.0,31.663623296111098,-44.64631214105941,1.3084811990169507,501,475037.145644439,117816.82743449284,-14758.739554033298,1.8932378142310071,7.441968761797504,0.7092102746598714,76,198,1.8203592814371257,1.7320558690150305,0.9558482937889523,0.4065169732372647,0.20439421705835328,5.128898128397415,0.0856291284034155,48.43036074971887,-44.64631214105941
zero_fee_slip5_cap4_risk200,zero_fee_slip5_cap4,2.0,1.0,39.36485347077194,-34.38946751317937,1.4904690346666474,428,655499.6814518592,0.0,-15259.733161103159,0.0,0.0,1.144677609668885,101,345,1.794392523364486,1.710678364409946,0.9576500223194451,0.35545561810661175,0.18129576090116542,5.093548933448129,0.07950700821652973,60.96377511533484,-34.38946751317937
zero_fee_slip5_cap6_risk200,zero_fee_slip5_cap6,2.0,1.0,42.72926832505553,-41.71475477742844,1.4277536342143027,501,750337.4363115527,0.0,-18669.703411612747,3.364414854283588,7.32528726424907,1.0243202567782093,74,197,1.8203592814371257,1.7304102039585532,0.9550254612607136,0.4050968344566324,0.20390446410900706,5.125136257768075,0.08554857419043016,60.496283613365875,-41.71475477742844
