name,model,total_risk_cap_pct,base_risk_pct,month,equity_end,return_pct,intramonth_mdd_pct,worst_underwater_pct,underwater_end_pct
binance_cap4_risk200,binance_cap4,4,2.0,2024-09,285552.98301586875,0.9067951791547957,-6.223076865985533,-6.223076865985533,-5.590685164361087
binance_cap4_risk200,binance_cap4,4,2.0,2024-10,302551.5705345381,5.952866378469857,-6.470987795125827,-6.470987795125827,-5.369806282483847
binance_cap4_risk200,binance_cap4,4,2.0,2024-11,302551.5705345381,0.0,0.0,-6.470987795125827,-5.369806282483847
binance_cap4_risk200,binance_cap4,4,2.0,2024-12,289965.1996211829,-4.160074558898508,-5.0688980048611,-9.306492896362617,-9.306492896362617
binance_cap4_risk200,binance_cap4,4,2.0,2025-01,330792.1377885338,14.079944152156232,-5.7817860787900965,-10.70553462192667,-3.731907042364524
binance_cap4_risk200,binance_cap4,4,2.0,2025-02,359825.3627661049,8.776878789099651,-10.059938829776327,-10.059938829776327,-2.4972478862269054
binance_cap4_risk200,binance_cap4,4,2.0,2025-03,398125.7795473899,10.64416818393681,-8.887298632934693,-8.887298632934693,-2.3157178258152555
binance_cap4_risk200,binance_cap4,4,2.0,2025-04,420820.154870258,5.7003028913797715,-5.653742808909268,-5.653742808909268,-2.0462717502647942
binance_cap4_risk200,binance_cap4,4,2.0,2025-05,428777.898826008,1.8910082760184022,-2.6281531339354403,-3.659143452576763,-1.514474566110935
binance_cap4_risk200,binance_cap4,4,2.0,2025-06,456716.3963102429,6.515843647895636,-9.422410827122285,-9.422410827122285,-5.834005561973243
binance_cap4_risk200,binance_cap4,4,2.0,2025-07,473417.3022514197,3.6567344803255297,-7.2184719555346,-11.118742820606109,-7.189530083802131
binance_cap4_risk200,binance_cap4,4,2.0,2025-08,469172.9193404352,-0.8965415693088508,-3.153562860435788,-8.021614527271737,-8.021614527271737
binance_cap4_risk200,binance_cap4,4,2.0,2025-09,517676.2513134084,10.338050209965077,-5.289656713935608,-10.70470604704903,-4.9598289135163505
binance_cap4_risk200,binance_cap4,4,2.0,2025-10,507853.50157219096,-1.8974696475443698,-5.72829202266446,-9.351508954265352,-6.763187312856611
binance_cap4_risk200,binance_cap4,4,2.0,2025-11,578987.0728653707,14.006710807933276,-4.274485783342219,-8.076492932229284,0.0
binance_cap4_risk200,binance_cap4,4,2.0,2025-12,550908.4461956478,-4.849612018237903,-19.7933967913942,-19.7933967913942,-17.512498802802945
binance_cap4_risk200,binance_cap4,4,2.0,2026-01,519379.2920523631,-5.723120485992251,-9.59842277885331,-22.23335788220283,-22.23335788220283
binance_cap4_risk200,binance_cap4,4,2.0,2026-02,521776.83574234345,0.4616171123238866,-8.223901753442696,-25.992306825917133,-21.874373754507403
binance_cap4_risk200,binance_cap4,4,2.0,2026-03,482340.0679648059,-7.558167606545818,-9.163818547256252,-27.779239529805288,-27.779239529805288
binance_cap4_risk200,binance_cap4,4,2.0,2026-04,430584.6235979526,-10.730073614914703,-12.904273370925445,-35.52858029350839,-35.52858029350839
binance_cap4_risk200,binance_cap4,4,2.0,2026-05,485506.4330697801,12.75517202934524,-5.956037714819306,-36.013713667739566,-27.305139800184207
binance_cap4_risk200,binance_cap4,4,2.0,2026-06,617270.8208741043,27.139576085778906,-7.410047921340013,-29.239095688507135,-7.576062905804603
binance_cap4_risk200,binance_cap4,4,2.0,2026-07,597832.9926341802,-3.148995154573897,-4.865546055073922,-10.486488206567234,-10.486488206567234
binance_cap4_risk200,binance_cap4,4,2.0,2026-08,542491.9687242192,-9.256937069685057,-9.362642498759078,-18.772697662150417,-18.772697662150417
binance_cap6_risk200,binance_cap6,6,2.0,2021-01,101354.77826072746,1.3547782607274517,-2.946670905614568,-2.946670905614568,-1.7799256629532856
binance_cap6_risk200,binance_cap6,6,2.0,2021-02,104064.84054552436,2.6738377127376145,-7.655691604955328,-7.655691604955328,-7.655691604955328
binance_cap6_risk200,binance_cap6,6,2.0,2021-03,106458.62026046788,2.3002771179919668,-7.163725645704466,-8.662974517614897,-5.53151660917619
binance_cap6_risk200,binance_cap6,6,2.0,2021-04,101827.18543197542,-4.350455432506006,-5.647200045705092,-9.64132587685832,-9.64132587685832
binance_cap6_risk200,binance_cap6,6,2.0,2021-05,115762.26131499837,13.68502509806886,-8.464064985919473,-10.218407512902738,-8.464064985919473
binance_cap6_risk200,binance_cap6,6,2.0,2021-06,107527.31997608687,-7.11366661757199,-14.953386790891477,-17.630385919725466,-14.975626238098505
binance_cap6_risk200,binance_cap6,6,2.0,2021-07,118208.9634858805,9.93388797578989,-12.548569458227487,-20.808936383725396,-6.529400196474311
binance_cap6_risk200,binance_cap6,6,2.0,2021-08,114148.84632620437,-3.4346948318864867,-6.953318416671217,-10.53567358787194,-9.739830057259313
binance_cap6_risk200,binance_cap6,6,2.0,2021-09,138450.03966698158,21.289039813272794,-7.730383812203689,-10.34728979697891,-7.730383812203689
binance_cap6_risk200,binance_cap6,6,2.0,2021-10,129281.97608131004,-6.621929186675413,-10.173381892997678,-13.840412456976747,-13.840412456976747
binance_cap6_risk200,binance_cap6,6,2.0,2021-11,123083.93249165732,-4.794205485963909,-10.308426859975961,-19.605926264793496,-17.971080129648254
binance_cap6_risk200,binance_cap6,6,2.0,2021-12,126182.70910704896,2.5176126182039793,-13.756409364995514,-28.234170665993062,-15.905909692415843
binance_cap6_risk200,binance_cap6,6,2.0,2022-01,146115.5273037156,15.796790493502822,-9.677998768528461,-19.472013322876624,-4.3864428696660624
binance_cap6_risk200,binance_cap6,6,2.0,2022-02,149669.28051776564,2.432153022767536,-1.5819875424371133,-4.900232295146701,-2.0609748497450786
binance_cap6_risk200,binance_cap6,6,2.0,2022-03,139234.47509885873,-6.971908585922748,-8.681713002730406,-9.468440841415493,-8.889194153164738
binance_cap6_risk200,binance_cap6,6,2.0,2022-04,139308.90676341372,0.05345778371494969,-11.171467550889291,-14.874596381549965,-8.8404883356342
binance_cap6_risk200,binance_cap6,6,2.0,2022-05,132127.70296889107,-5.15487771842068,-5.15487771842068,-13.539649690641687,-13.539649690641687
binance_cap6_risk200,binance_cap6,6,2.0,2022-06,160964.13394703812,21.82466684139395,-10.356568865574634,-17.415525796495814,-7.4219357192121365
binance_cap6_risk200,binance_cap6,6,2.0,2022-07,166425.15790703823,3.3926961404936007,-5.9779253165475055,-12.028731937122483,-4.8330480964577704
binance_cap6_risk200,binance_cap6,6,2.0,2022-08,183605.7721481891,10.323327588937993,-5.53419631809744,-7.56074016590238,-5.53419631809744
binance_cap6_risk200,binance_cap6,6,2.0,2022-09,166726.93902169686,-9.192975214782063,-12.769017545439876,-14.218414237019417,-14.218414237019417
binance_cap6_risk200,binance_cap6,6,2.0,2022-10,147658.6112918008,-11.436860678774064,-16.23941842431018,-24.02913468877459,-24.02913468877459
binance_cap6_risk200,binance_cap6,6,2.0,2022-11,147356.13375855613,-0.20484923337584782,-14.562026970872177,-26.02353655535189,-24.184760423953634
binance_cap6_risk200,binance_cap6,6,2.0,2022-12,155127.47605206864,5.273850565491833,-13.391150663860774,-34.337293381749,-20.18637798284333
binance_cap6_risk200,binance_cap6,6,2.0,2023-01,151845.5552354663,-2.115628320737162,-2.5877572234892954,-21.874937574044406,-21.874937574044406
binance_cap6_risk200,binance_cap6,6,2.0,2023-02,154299.2381231616,1.615906954859736,-3.939263114068814,-22.810853110743402,-20.61250925681488
binance_cap6_risk200,binance_cap6,6,2.0,2023-03,159254.82092904765,3.211670301269076,-18.492490209054125,-34.55386280515328,-18.062844793693255
binance_cap6_risk200,binance_cap6,6,2.0,2023-04,170207.30508940617,6.877332878505538,-5.016287402532116,-21.009779646282777,-12.427753878977798
binance_cap6_risk200,binance_cap6,6,2.0,2023-05,174614.91778947605,2.589555540964983,-11.400132905226556,-17.782911106002786,-10.160021927203388
binance_cap6_risk200,binance_cap6,6,2.0,2023-06,193419.98127403329,10.769448408313842,-12.034315980806321,-13.239067315487407,-10.277482532937299
binance_cap6_risk200,binance_cap6,6,2.0,2023-07,181477.7908074769,-6.174227909595819,-8.178120586565718,-17.615098204696178,-15.817155247580672
binance_cap6_risk200,binance_cap6,6,2.0,2023-08,192205.30554457149,5.911199761338848,-14.313789162164026,-25.732766126439333,-10.840939129487415
binance_cap6_risk200,binance_cap6,6,2.0,2023-09,195377.20425557627,1.6502659497446892,-9.266801191925545,-14.075348122023513,-9.369577506829208
binance_cap6_risk200,binance_cap6,6,2.0,2023-10,199061.2979517908,1.8856312896131433,-5.273254873771338,-9.530048596415098,-7.660621902389398
binance_cap6_risk200,binance_cap6,6,2.0,2023-11,184617.99644324277,-7.255705482261021,-8.764556326167838,-14.36049522130346,-14.36049522130346
binance_cap6_risk200,binance_cap6,6,2.0,2023-12,184617.99644324277,0.0,0.0,-14.36049522130346,-14.36049522130346
binance_cap6_risk200,binance_cap6,6,2.0,2024-01,215829.0746042413,16.905761497955464,-12.099299969119304,-15.140442333223703,-8.71021867533699
binance_cap6_risk200,binance_cap6,6,2.0,2024-02,239331.99399636764,10.88959837094372,-12.539503550605247,-15.884487887167321,-2.7420357001492035
binance_cap6_risk200,binance_cap6,6,2.0,2024-03,235706.64634142432,-1.5147776920282352,-3.1337154005957935,-4.841242754519659,-4.215277647084125
binance_cap6_risk200,binance_cap6,6,2.0,2024-04,245333.50705237983,4.084255094364586,-10.614786962073264,-10.614786962073264,-9.303543054089703
binance_cap6_risk200,binance_cap6,6,2.0,2024-05,216033.90794002803,-11.942762920719263,-17.71227929748891,-20.13520588463199,-20.13520588463199
binance_cap6_risk200,binance_cap6,6,2.0,2024-06,226505.0434525369,4.846987036597827,-6.207694302173616,-25.092968158374372,-16.264169667054553
binance_cap6_risk200,binance_cap6,6,2.0,2024-07,310987.7949908983,37.29839753262023,-6.539028523723656,-17.08966572378843,-4.722114368761588
binance_cap6_risk200,binance_cap6,6,2.0,2024-08,305001.45086249727,-1.924945037980097,-9.59043883099514,-12.141520292153363,-6.556161300512464
binance_cap6_risk200,binance_cap6,6,2.0,2024-09,307993.8713445898,0.9811168024382866,-6.223076865985567,-6.838707179368686,-5.6393680981884575
binance_cap6_risk200,binance_cap6,6,2.0,2024-10,326328.33495960967,5.952866378469879,-6.470987795125804,-6.470987795125804,-5.369806282483836
binance_cap6_risk200,binance_cap6,6,2.0,2024-11,326328.33495960967,0.0,0.0,-6.470987795125804,-5.369806282483836
binance_cap6_risk200,binance_cap6,6,2.0,2024-12,312749.7068953266,-4.1610324969064365,-5.069959334091778,-9.307399394955196,-9.307399394955196
binance_cap6_risk200,binance_cap6,6,2.0,2025-01,378670.2997581407,21.07774728782619,-7.941491664755507,-11.495359980515197,-5.938600732023158
binance_cap6_risk200,binance_cap6,6,2.0,2025-02,402670.3619433824,6.337983781820422,-12.076492058590095,-12.076492058590095,-4.033821079595901
binance_cap6_risk200,binance_cap6,6,2.0,2025-03,463608.3938717547,15.133478320646931,-8.889117939131397,-8.889117939131397,-3.143127554089653
binance_cap6_risk200,binance_cap6,6,2.0,2025-04,488934.18415832886,5.4627549072331805,-5.6537428089092785,-5.6537428089092785,-2.046271750264772
binance_cap6_risk200,binance_cap6,6,2.0,2025-05,498179.9700450459,1.8910082760184022,-2.628153133935429,-3.659143452576741,-1.514474566110946
binance_cap6_risk200,binance_cap6,6,2.0,2025-06,553336.5380993618,11.071614952590059,-10.247749989287392,-10.247749989287392,-7.286304070553562
binance_cap6_risk200,binance_cap6,6,2.0,2025-07,560719.4702324512,1.334257115651316,-9.031168562673397,-14.450248810974175,-7.189530083802131
binance_cap6_risk200,binance_cap6,6,2.0,2025-08,555692.3870946091,-0.8965415693088175,-3.1535628604357657,-8.021614527271703,-8.021614527271703
binance_cap6_risk200,binance_cap6,6,2.0,2025-09,613140.1450854032,10.338050209965077,-5.289656713935587,-10.70470604704904,-4.95982891351634
binance_cap6_risk200,binance_cap6,6,2.0,2025-10,601505.9969354983,-1.8974696475443475,-5.72829202266445,-9.351508954265352,-6.763187312856589
binance_cap6_risk200,binance_cap6,6,2.0,2025-11,693571.8178485353,15.30588579034724,-6.657578453813107,-8.77058019447886,0.0
binance_cap6_risk200,binance_cap6,6,2.0,2025-12,642149.7522288028,-7.414093868352967,-24.217942255157965,-24.217942255157965,-22.062868530966483
binance_cap6_risk200,binance_cap6,6,2.0,2026-01,591992.0608740117,-7.810902547373322,-11.600385425642212,-28.150461918230917,-28.150461918230917
binance_cap6_risk200,binance_cap6,6,2.0,2026-02,579223.3932177651,-2.1568984620156995,-11.479147774579168,-33.72435429381155,-29.700183500081977
binance_cap6_risk200,binance_cap6,6,2.0,2026-03,526310.0970425894,-9.135213942452491,-12.342741162625293,-36.122222138501,-36.122222138501
binance_cap6_risk200,binance_cap6,6,2.0,2026-04,469836.636187191,-10.730073614914627,-12.904273370925345,-42.97635472661149,-42.97635472661149
binance_cap6_risk200,binance_cap6,6,2.0,2026-05,518166.0751616736,10.286434741804019,-8.80924844921247,-43.40544522234403,-37.11065466816657
binance_cap6_risk200,binance_cap6,6,2.0,2026-06,690015.9832731341,33.16502495031952,-8.43026111611519,-38.221139199556745,-16.253387597771397
binance_cap6_risk200,binance_cap6,6,2.0,2026-07,668282.1642803451,-3.149755878073035,-4.866293295794932,-18.891201444597627,-18.891201444597627
binance_cap6_risk200,binance_cap6,6,2.0,2026-08,606402.512430563,-9.259509703722024,-9.36521213596767,-26.40147851740746,-26.40147851740746
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2021-01,101323.39862738876,1.32339862738875,-2.9644686751059024,-2.9644686751059024,-1.7886093065905384
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2021-02,103964.9471987983,2.6070469478858493,-7.69407793054696,-7.69407793054696,-7.69407793054696
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2021-03,106202.608387306,2.152322728764444,-7.269619034892594,-8.715805335982518,-5.707356589850521
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2021-04,101540.07104420674,-4.3902286524787115,-5.664685369110877,-9.847019238022481,-9.847019238022481
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2021-05,115371.1277710296,13.621279347737847,-8.48482786460204,-10.4382040333872,-8.48482786460204
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2021-06,112333.33218610474,-2.633063959428217,-10.606363587036682,-15.060372432239799,-10.894480879507896
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2021-07,116425.77069465994,3.6431203712315563,-8.604242746679692,-16.89155482136131,-7.648259560537618
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2021-08,112320.77772448603,-3.525845648846704,-7.01066399646828,-11.690143965267108,-10.904439382456598
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2021-09,132473.0621449407,17.94172443311122,-7.012976971146445,-11.504160160488375,-7.012976971146445
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2021-10,123536.88267656352,-6.745657814265638,-10.283685772779272,-13.285563356345298,-13.285563356345298
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2021-11,117384.40645915396,-4.980274784428207,-10.412735352966763,-19.22208750681743,-17.604180578968208
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2021-12,116382.53484863912,-0.8534963380025018,-9.970773079689454,-24.80147744258323,-18.30742588039387
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2022-01,127835.14804082012,9.840491279104423,-6.793513922418337,-21.825408171688522,-10.268475248478104
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2022-02,130898.0266234603,2.3959596633487346,-1.5932512593910486,-10.758813432485104,-8.11854411012385
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2022-03,124279.65482330452,-5.056128018792916,-6.213038691484329,-13.27150500745422,-12.764188145446731
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2022-04,125430.38799572791,0.9259224078627115,-10.329610936980881,-17.786019828590092,-11.95645221580448
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2022-05,118903.95106910428,-5.203234264766776,-5.203234264766776,-16.53756426202805,-16.53756426202805
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2022-06,138966.5774642521,16.872968656430842,-7.8015605921573865,-19.627562051803515,-5.962515296169313
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2022-07,140558.9893937914,1.1458956236789497,-5.462870393845165,-10.97445807828067,-4.88494387433035
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2022-08,146839.93316419795,4.468546478240398,-3.114272789699868,-7.447918770855599,-3.114272789699868
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2022-09,134271.6284710034,-8.5591871518632,-9.63123894350353,-11.406903505073107,-11.406903505073107
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2022-10,124737.41862667016,-7.100688323291027,-11.189029596596178,-17.84150404707744,-17.697623163130327
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2022-11,123318.94760822512,-1.1371656028015265,-9.342150627894231,-19.76535500700105,-18.633537482807306
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2022-12,125722.69056495304,1.9492081333392752,-11.770773981850368,-28.210999882733056,-17.047535777611735
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2023-01,123026.24724882696,-2.144754701008411,-2.589070235576274,-18.82666265362373,-18.82666265362373
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2023-02,124911.0847580016,1.5320612888097385,-3.939752019790077,-19.809541236048457,-17.583037375304944
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2023-03,131563.96271733512,5.3260909327803585,-14.954477028479262,-29.10722736352671,-13.193435001878084
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2023-04,140375.0034780937,6.69715367246051,-5.102131471566606,-16.423494099310776,-7.37986594616954
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2023-05,142986.33752661265,1.8602557320160251,-9.77642391909983,-13.169611855807295,-7.292816887971576
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2023-06,158567.18578793647,10.896739178611314,-9.902312524012324,-10.633595007700869,-8.110267697523577
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2023-07,148374.26140098923,-6.428142327365882,-8.427514099597511,-15.854287843397197,-14.017070474162264
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2023-08,155874.10703619453,5.054681023777152,-14.814685910037184,-24.586709611950752,-10.406435789758905
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2023-09,156212.61119689967,0.21716510018341406,-9.13600739007212,-13.737504094254248,-10.21186983628385
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2023-10,158782.69298056836,1.6452460297390559,-5.3646693986357015,-10.40581187063686,-8.734634189588375
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2023-11,147101.44677829175,-7.356750274859081,-8.812240396311655,-15.448799239696974,-15.448799239696974
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2023-12,147101.44677829175,0.0,0.0,-15.448799239696974,-15.448799239696974
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2024-01,165630.47718751023,12.59608985161449,-8.111210667099634,-16.242208830230396,-6.291368944334764
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2024-02,186831.4473755095,12.800162474927657,-9.680074163767793,-12.140625098455882,-2.779771327020897
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2024-03,183931.04799447992,-1.552414982473549,-3.158525289036951,-4.9146762570073665,-4.28903272293526
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2024-04,199543.0992709455,8.487991259058191,-7.48306457247816,-7.48306457247816,-4.623937873700301
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2024-05,182953.3432647185,-8.313871071883538,-14.199020873119384,-14.199020873119384,-14.199020873119384
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2024-06,183676.7569018113,0.3954088098002684,-5.84917830913656,-19.217673133235667,-13.859756242756816
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2024-07,244495.22245562705,33.111683034738945,-6.467526631876108,-14.762147422311333,-4.648962407394864
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2024-08,241780.87969439497,-1.1101823315687542,-7.26815698940494,-10.188746936951109,-5.707532779715441
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2024-09,243127.87420074092,0.5571137420165462,-6.431828230224179,-6.431828230224179,-5.831112768762548
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2024-10,257393.888929938,5.867700187029246,-6.474353624250407,-6.576999956094676,-5.3966896492634415
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2024-11,257393.888929938,0.0,0.0,-6.576999956094676,-5.3966896492634415
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2024-12,246582.87820208204,-4.200181586594964,-5.071146421279604,-9.370200470924361,-9.370200470924361
binance_slip5_cap4_risk200,binance_slip5_cap4,4,2.0,2025-01,281208.40935737215,14.04214737363616,-5.8300935760544625,-10.825415560254047,-3.8200680318944746
