symbol,entry_ms,time_ms,exchange_time_ms,qty,side,rate,mark,cashflow,price_source
XRPUSDT,1610726400000,1610755200000,1610755200000,65393.23443191487,SHORT,0.00031084,0.2801,5.693545920727679,mark_candle_open
XRPUSDT,1610726400000,1610784000000,1610784000008,65393.23443191487,SHORT,0.00081748,0.2817,15.059023183534276,mark_candle_open
XRPUSDT,1611633600000,1611648000000,1611648000000,221272.65836152143,SHORT,0.00044386,0.2663,26.154410073973846,mark_candle_open
XRPUSDT,1611633600000,1611676800000,1611676800000,221272.65836152143,SHORT,0.00030387,0.2629,17.67690245686135,mark_candle_open
XRPUSDT,1611633600000,1611705600000,1611705600000,221272.65836152143,SHORT,0.00028331,0.2686,16.838200087332147,mark_candle_open
XRPUSDT,1611633600000,1611734400000,1611734400011,221272.65836152143,SHORT,0.00027841,0.2638,16.251272590846945,mark_candle_open
XRPUSDT,1611633600000,1611763200000,1611763200003,110636.32918076072,SHORT,0.0001,0.2526,2.7946736751060155,mark_candle_open
XRPUSDT,1611633600000,1611792000000,1611792000000,110636.32918076072,SHORT,0.00012191,0.2506,3.380011327540891,mark_candle_open
ETHUSDT,1612281600000,1612310400000,1612310400009,27.375992272944426,LONG,0.00151935,1514.9524235,-63.01249761441819,mark_candle_open
ETHUSDT,1612281600000,1612339200000,1612339200006,27.375992272944426,LONG,0.00155522,1549.17321483,-65.95711963955385,mark_candle_open
ETHUSDT,1612281600000,1612368000000,1612368000006,27.375992272944426,LONG,0.00167923,1601.69,-73.63063030007696,mark_candle_open
ETHUSDT,1612281600000,1612396800000,1612396800005,27.375992272944426,LONG,0.00146092,1666.0,-66.6302282958957,mark_candle_open
BTCUSDT,1612368000000,1612396800000,1612396800005,1.2909480286002097,LONG,0.00029063,37651.13,-14.126260654730645,mark_candle_open
ETHUSDT,1612281600000,1612425600000,1612425600000,27.375992272944426,LONG,0.00135459,1664.47,-61.72394942601028,mark_candle_open
BTCUSDT,1612368000000,1612425600000,1612425600000,1.2909480286002097,LONG,0.00074286,37882.69797631,-36.32926689983901,mark_candle_open
ETHUSDT,1612281600000,1612454400000,1612454400011,27.375992272944426,LONG,0.00145079,1581.85841093,-62.826379175513416,mark_candle_open
BTCUSDT,1612368000000,1612454400000,1612454400011,1.2909480286002097,LONG,0.00061936,36605.82,-29.268606946717213,mark_candle_open
ETHUSDT,1612281600000,1612483200000,1612483200009,27.375992272944426,LONG,0.00113736,1596.0,-49.6936282802035,mark_candle_open
BTCUSDT,1612368000000,1612483200000,1612483200009,1.2909480286002097,LONG,0.00056635,36982.6,-27.0390297574776,mark_candle_open
ETHUSDT,1612281600000,1612512000000,1612512000004,27.375992272944426,LONG,0.0017643,1666.51,-80.4915383626969,mark_candle_open
BTCUSDT,1612368000000,1612512000000,1612512000004,1.2909480286002097,LONG,0.00074838,37701.0718172,-36.42374765246853,mark_candle_open
ETHUSDT,1612281600000,1612540800000,1612540800000,27.375992272944426,LONG,0.00155465,1744.23401211,-74.2347502347773,mark_candle_open
BTCUSDT,1612368000000,1612540800000,1612540800000,1.2909480286002097,LONG,0.00099154,38005.09,-48.64752645000971,mark_candle_open
ETHUSDT,1612281600000,1612569600000,1612569600008,27.375992272944426,LONG,0.00117123,1721.55,-55.199062053642265,mark_candle_open
BTCUSDT,1612368000000,1612569600000,1612569600008,1.2909480286002097,LONG,0.00034782,38341.18068773,-17.21586275992211,mark_candle_open
ETHUSDT,1612281600000,1612598400000,1612598400009,27.375992272944426,LONG,0.00107002,1674.99,-49.06524631833327,mark_candle_open
BTCUSDT,1612368000000,1612598400000,1612598400009,1.2909480286002097,LONG,0.00069827,39398.38668326,-35.514898736707785,mark_candle_open
ETHUSDT,1612281600000,1612627200000,1612627200000,27.375992272944426,LONG,0.00143968,1677.12223118,-66.09986262457917,mark_candle_open
BTCUSDT,1612368000000,1612627200000,1612627200000,1.2909480286002097,LONG,0.00102371,40886.91,-54.03435784669609,mark_candle_open
ETHUSDT,1612281600000,1612656000000,1612656000000,27.375992272944426,LONG,0.00171115,1679.06532979,-78.65485692632909,mark_candle_open
BTCUSDT,1612368000000,1612656000000,1612656000000,1.2909480286002097,LONG,0.00155546,39249.54,-78.81378361894497,mark_candle_open
BTCUSDT,1612368000000,1612684800000,1612684800005,1.2909480286002097,LONG,0.00065121,39056.89,-32.83427854902091,mark_candle_open
BTCUSDT,1612368000000,1612713600000,1612713600001,1.2909480286002097,LONG,0.00106206,37965.8,-52.05355160589196,mark_candle_open
ETHUSDT,1613664000000,1613692800000,1613692800010,27.18192856352076,LONG,0.00082051,1940.0509857,-43.269042895290525,mark_candle_open
ETHUSDT,1613664000000,1613721600000,1613721600002,27.18192856352076,LONG,0.00139773,1922.01,-73.02292018528485,mark_candle_open
ETHUSDT,1613664000000,1613750400000,1613750400008,27.18192856352076,LONG,0.00169023,1933.39,-88.82711163440798,mark_candle_open
ETHUSDT,1613664000000,1613779200000,1613779200000,27.18192856352076,LONG,0.00196264,1958.58,-104.48699229758864,mark_candle_open
ETHUSDT,1613664000000,1613808000000,1613808000009,27.18192856352076,LONG,0.00189841,1988.2,-102.59598115749647,mark_candle_open
ETHUSDT,1613664000000,1613836800000,1613836800000,27.18192856352076,LONG,0.0018588,1979.75,-100.02839080926387,mark_candle_open
BTCUSDT,1615291200000,1615305600000,1615305600000,1.0302763021092491,LONG,0.00057038,54127.88,-31.80819440240353,mark_candle_open
BTCUSDT,1615291200000,1615334400000,1615334400009,1.0302763021092491,LONG,0.00024344,54925.01882859,-13.775769401884622,mark_candle_open
BTCUSDT,1615291200000,1615363200000,1615363200006,1.0302763021092491,LONG,0.00048586,54196.11139209,-27.12894987190659,mark_candle_open
BTCUSDT,1615291200000,1615392000000,1615392000008,1.0302763021092491,LONG,0.00056915,56376.23,-33.057992819912926,mark_candle_open
BTCUSDT,1615291200000,1615420800000,1615420800000,1.0302763021092491,LONG,0.00095931,55956.41594658,-55.30476763588278,mark_candle_open
BTCUSDT,1615291200000,1615449600000,1615449600000,1.0302763021092491,LONG,0.00099305,55080.92,-56.35416403668347,mark_candle_open
BTCUSDT,1615291200000,1615478400000,1615478400014,1.0302763021092491,LONG,0.00085439,56415.23765561,-49.65995127915806,mark_candle_open
BTCUSDT,1615291200000,1615507200000,1615507200002,1.0302763021092491,LONG,0.00102002,57860.0,-60.805214812578775,mark_candle_open
BTCUSDT,1615291200000,1615536000000,1615536000005,1.0302763021092491,LONG,0.00067147,56740.41518494,-39.252998150263146,mark_candle_open
BTCUSDT,1615291200000,1615564800000,1615564800011,1.0302763021092491,LONG,0.00051199,57011.21073842,-30.07290990872166,mark_candle_open
BTCUSDT,1615291200000,1615593600000,1615593600000,1.0302763021092491,LONG,0.00047834,57305.36675083,-28.24136644675242,mark_candle_open
BTCUSDT,1615291200000,1615622400000,1615622400002,1.0302763021092491,LONG,0.00060567,57377.26,-35.8038375800092,mark_candle_open
BTCUSDT,1615291200000,1615651200000,1615651200000,1.0302763021092491,LONG,0.00057114,59734.70729864,-35.149813714447355,mark_candle_open
BTCUSDT,1615291200000,1615680000000,1615680000011,1.0302763021092491,LONG,0.00081828,61247.19,-51.634718681885936,mark_candle_open
BTCUSDT,1615291200000,1615708800000,1615708800000,1.0302763021092491,LONG,0.00084593,60594.25914236,-52.810419517504556,mark_candle_open
BTCUSDT,1615291200000,1615737600000,1615737600000,1.0302763021092491,LONG,0.00115069,59750.76,-70.83623712669193,mark_candle_open
BTCUSDT,1615291200000,1615766400000,1615766400012,1.0302763021092491,LONG,0.0008201,59047.95,-49.89136050032542,mark_candle_open
BTCUSDT,1615291200000,1615795200000,1615795200016,1.0302763021092491,LONG,0.0010521,57826.33,-62.68106421341419,mark_candle_open
LTCUSDT,1616328000000,1616342400000,1616342400000,223.33776563938733,SHORT,0.00046956,195.61,20.513714834110505,mark_candle_open
BCHUSDT,1616328000000,1616342400000,1616342400000,77.06484039853082,SHORT,0.00028711,522.92,11.570173062021853,mark_candle_open
LTCUSDT,1616328000000,1616371200000,1616371200007,223.33776563938733,SHORT,0.00058748,195.52,25.653489123466393,mark_candle_open
BCHUSDT,1616328000000,1616371200000,1616371200007,77.06484039853082,SHORT,0.00057406,524.15,23.18831333063251,mark_candle_open
LTCUSDT,1616328000000,1616400000000,1616400000001,223.33776563938733,SHORT,0.00071256,195.13,31.05329226795728,mark_candle_open
BCHUSDT,1616328000000,1616400000000,1616400000001,77.06484039853082,SHORT,0.00067843,522.36320525,27.31076752484928,mark_candle_open
LTCUSDT,1616328000000,1616428800000,1616428800000,223.33776563938733,SHORT,0.00058339,196.67521053,25.62540696136634,mark_candle_open
LTCUSDT,1616328000000,1616457600000,1616457600000,111.66888281969366,SHORT,0.00024012,185.67,4.978542780928581,mark_candle_open
LTCUSDT,1616328000000,1616486400000,1616486400010,111.66888281969366,SHORT,0.00020663,185.65,4.2837143243682325,mark_candle_open
ETHUSDT,1616457600000,1616486400000,1616486400010,26.798905110909793,SHORT,0.00019899,1680.15,8.959759642192703,mark_candle_open
LINKUSDT,1616457600000,1616486400000,1616486400010,1304.426809818996,SHORT,0.00031486,27.249,11.191486528679006,mark_candle_open
LTCUSDT,1616328000000,1616515200000,1616515200023,111.66888281969366,SHORT,0.00022303,186.43,4.643134403663557,mark_candle_open
